Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Sudan,SDN,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.79999924,33.70000076,33.70000076,34.5,35.40000153,36.20000076,36.29999924,36.29999924,36.29999924,36.29999924,36,,,,,,,,,,,,,,
Senegal,SEN,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.20000076,27.79999924,28.29999924,28.29999924,28.39999962,28.5,29.29999924,29.29999924,29.29999924,29.29999924,29,29,31,29.26000023,,,32.5,33,,32,35.5,,,,
Singapore,SGP,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09999847,97.09999847,97.09999847,97.19999695,97.19999695,97.30000305,97.30000305,97.30000305,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Solomon Islands,SLB,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.099999905,2.200000048,2.200000048,2.299999952,2.299999952,2.400000095,2.5,2.5,2.5,2.440000057,2,,,,,,,,,,,,,,
Sierra Leone,SLE,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.60000038,10.80000019,11,11,11,8,8,8,8,7.900000095,8,,8,,,,,,,,,,,,
El Salvador,SLV,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39999962,14.19999981,14.19999981,19.89999962,20,20,19.89999962,19.79999924,19.79999924,19.79999924,,,,,50.68597417,50.20415669,50.1947209,51.6069397,51.06113844,51.55408206,51.41204023,53.13784599,,,
San Marino,SMR,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10000038,11.30000019,11.5,11.80000019,11.80000019,11.80000019,11.80000019,11.80000019,11.80000019,11.80000019,12,,,,,,,,,,,,,,
Serbia,SRB,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,62,,,,,,,,62.74550058,62.85968962,63.45811052,,,
Sub-Saharan Africa (developing only),SSA,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96000004,,18,,,,,,15.60981619,,,
South Sudan,SSD,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.96000004,,18,,,,,,15.60981619,,,
Small states,SST,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,45,,,,,,70.36053131,,,
Sao Tome and Principe,STP,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.59999847,62.79999924,64.09999847,65.40000153,66.69999695,68,68.09999847,68.09999847,68.09999847,68.09999847,68,,,,,,,,,,,,,,
Suriname,SUR,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24.5,26,26,26,26,26,,,26,26,26,26,26.25,,,,,,,,,,,
Slovak Republic,SVK,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.80000305,85.80000305,86.59999847,86.69999695,,87,87,87.30000305,87.30999756,87.30999756,87.01999664,87.02999878,,87.05,100,100,100,,,
Slovenia,SVN,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,74,75,77,79,80.19999695,81.19999695,81.69999695,100,,100,100,100,100,100,100,100,100,100,100,100,100,,,
Sweden,SWE,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15999985,30.51000023,31.47999954,31.65467288,31.66270534,23.58,24.11209839,23.3650484,23.2374944,,,
Swaziland,SWZ,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.20000076,,,,,,,,29.98999977,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.90000153,58,59.09999847,60.29999924,61.5,62.79999924,80.30000305,84.5,,,,,,96.069869,95.98393574,95.98393574,96.01593625,96.45669291,96.45669291,96.45669291,96.45669291,96.45669291,,,
Syrian Arab Republic,SYR,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,74.01189522,74.66524494,75.14256558,74.89945542,72.73123671,64.23411161,64.19443344,64.89631188,,,,
Turks and Caicos Islands,TCA,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,0.800000012,1,,,,,,,,,,,,,,
Togo,TGO,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20000076,21.60000038,31,31.60000038,31.60000038,31.60000038,31.60000038,31.60000038,31.60000038,31.60000038,32,,,,,,,21,,,,,,,
Thailand,THA,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.40000153,89.69999695,92.80000305,94.69999695,97.40000153,97.5,97.5,97.5,97.5,,,,,,,,,,,,,,,
Tajikistan,TJK,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.59999847,74.09999847,76.69999695,78.69999695,80.69999695,82.69999695,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,75,76.5,78,,,,,,81.19999695,81,,,,,,,,,,,,,,
Timor-Leste,TLS,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,27,27,27,27,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.20000076,47.09999847,48.09999847,49,50,51,51.09999847,51.09999847,51.09999847,51.09999847,51,,,,,,,,,,,,,,
Tunisia,TUN,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09999847,75.5,74.59999847,76,77.40000153,78.80000305,78.90000153,78.90000153,63.70000076,63.79999924,68,65,,,65.80000305,,,,75.18,75.18,75.99431044,76.26042523,,,
Turkey,TUR,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,25,25,28,34,,,,,,,,,88.45004233,88.73986654,89.36348067,,,,
Tuvalu,TUV,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,8.630000114,,,,,7.38,14.93988,,,,,
Uganda,UGA,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
Ukraine,UKR,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.69999695,94.19999695,94.59999847,94.90000153,94.40000153,94.80000305,95,95,96.5,96.59999847,97,97,96.80000305,96.40000153,97.19999695,97.41999817,97.66475069,97.75117753,97.82008472,97.81999469,97.85387519,97.87062713,,,
Upper middle income,UMC,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,,49,,,,,,67.02945571,,,
Uruguay,URY,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.960000038,,,,,,,,,,
United States,USA,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,64,64.75495419,65.49243594,64.52183041,64.87106225,65.22842781,65.1175714,67.36984495,,,,,,
Uzbekistan,UZB,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,80.5,,83.80000305,85.5,87.19999695,87.30000305,,87.30000305,87.30000305,87,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,65,68,70,70,70,,,,,,,,,,,
"Venezuela, RB",VEN,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59999847,36.29999924,37,37.79999924,35.40000153,35.40000153,35.40000153,33.59999847,33.59999847,33.59999847,34,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,23.89999962,24.39999962,24.89999962,25.39999962,25.89999962,25.10000038,25.10000038,25.10000038,,,,,,43.89301029,,46.96238261,47.62413408,,,,,,,
Vanuatu,VUT,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.60000038,22,22.5,22.89999962,23.39999962,23.79999924,23.89999962,23.89999962,23.89999962,23.89999962,24,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,,,91.82176092,100,100,,,
World,WLD,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.01000023,,40.75834923,,,,,,57.007,,,
Samoa,WSM,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.100000381,9.100000381,9.399999619,9.5,8.100000381,7.900000095,8.100000381,,,,16,,,,,8.699999809,,,,,,,,,
South Africa,ZAF,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.70000076,19.70000076,19.70000076,20.29999924,20,17,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.820000052,,,,,,,,,,
Zambia,ZMB,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.60000038,16.89999962,17.29999924,17.60000038,18,,,,,,,22,,,,,,,,,,,,,
Zimbabwe,ZWE,"Roads, paved (% of total roads)",IS.ROD.PAVE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,16,17,54.90000153,48,47.40000153,47.40000153,47.40000153,,,,19,,,,,,,,,,,,
